unix_s,pod,ws_connections,gateway_rss_bytes,gateway_cpu_seconds,gateway_open_fds,gateway_max_fds,gateway_heap_inuse_bytes,gateway_goroutines,gateway_closed_total,loadgen_memory_bytes,loadgen_cpu_usec
1786844773,gateway-df649b778-5k9kg,0,1.9611648e+07,0.03,48,1.048576e+06,5.81632e+06,31,0,94543872,3670092435
1786844773,gateway-df649b778-vbxgh,0,1.9677184e+07,0.04,48,1.048576e+06,5.758976e+06,31,0,94543872,3670092435
1786844773,gateway-df649b778-z6lkg,0,1.9410944e+07,0.03,48,1.048576e+06,5.668864e+06,31,0,94543872,3670092435
1786844775,gateway-df649b778-5k9kg,5180,2.3803904e+08,1.92,5323,1.048576e+06,1.2775424e+08,15432,0,727924736,3676115962
1786844775,gateway-df649b778-vbxgh,5299,2.42761728e+08,1.97,5442,1.048576e+06,1.3254656e+08,15588,0,727924736,3676115962
1786844776,gateway-df649b778-z6lkg,5429,2.49311232e+08,2.01,5574,1.048576e+06,1.34250496e+08,16302,0,727924736,3676115962
1786844778,gateway-df649b778-5k9kg,13993,6.06613504e+08,5.31,14136,1.048576e+06,3.23584e+08,41753,0,1039675392,3683847319
1786844778,gateway-df649b778-vbxgh,14111,6.11012608e+08,5.29,14254,1.048576e+06,3.25623808e+08,42353,0,1039675392,3683847319
1786844778,gateway-df649b778-z6lkg,14127,6.1290496e+08,5.39,14302,1.048576e+06,3.26180864e+08,42435,0,1039675392,3683847319
1786844780,gateway-df649b778-5k9kg,16844,7.26413312e+08,6.58,16993,1.048576e+06,3.8653952e+08,50448,0,1175678976,3709240045
1786844780,gateway-df649b778-vbxgh,16994,7.38414592e+08,6.54,17142,1.048576e+06,3.96607488e+08,50883,0,1175678976,3709240045
1786844780,gateway-df649b778-z6lkg,17037,7.33229056e+08,6.67,17197,1.048576e+06,3.91888896e+08,51083,0,1175678976,3709240045
1786844782,gateway-df649b778-5k9kg,19647,8.5164032e+08,7.9,19856,1.048576e+06,4.56794112e+08,58990,0,1203970048,3735586833
1786844782,gateway-df649b778-vbxgh,19705,8.58566656e+08,7.82,19906,1.048576e+06,4.64166912e+08,59141,0,1203970048,3735586833
1786844782,gateway-df649b778-z6lkg,19753,8.56875008e+08,7.96,19950,1.048576e+06,4.60521472e+08,59297,0,1203970048,3735586833
1786844784,gateway-df649b778-5k9kg,20000,8.69203968e+08,8.07,20143,1.048576e+06,4.66010112e+08,60032,0,1206636544,3738395689
1786844784,gateway-df649b778-vbxgh,20000,8.74033152e+08,7.97,20143,1.048576e+06,4.7300608e+08,60031,0,1206636544,3738395689
1786844784,gateway-df649b778-z6lkg,20000,8.67360768e+08,8.08,20143,1.048576e+06,4.66526208e+08,60031,0,1206636544,3738395689
1786844786,gateway-df649b778-5k9kg,20000,8.69203968e+08,8.1,20143,1.048576e+06,4.66190336e+08,60031,0,1206333440,3738527700
1786844786,gateway-df649b778-vbxgh,20000,8.7455744e+08,7.99,20143,1.048576e+06,4.73382912e+08,60031,0,1206333440,3738527700
1786844786,gateway-df649b778-z6lkg,20000,8.67885056e+08,8.11,20143,1.048576e+06,4.66845696e+08,60031,0,1206333440,3738527700
1786844788,gateway-df649b778-5k9kg,20000,8.69728256e+08,8.12,20143,1.048576e+06,4.66542592e+08,60031,0,1205649408,3738650419
1786844788,gateway-df649b778-vbxgh,20000,8.75081728e+08,8.02,20143,1.048576e+06,4.737024e+08,60031,0,1205649408,3738650419
1786844788,gateway-df649b778-z6lkg,20000,8.68671488e+08,8.14,20143,1.048576e+06,4.67238912e+08,60031,0,1205649408,3738650419
1786844790,gateway-df649b778-5k9kg,20000,8.699904e+08,8.14,20143,1.048576e+06,4.66870272e+08,60031,0,1205669888,3738760846
1786844790,gateway-df649b778-vbxgh,20000,8.75606016e+08,8.04,20143,1.048576e+06,4.74013696e+08,60031,0,1205669888,3738760846
1786844790,gateway-df649b778-z6lkg,20000,8.68933632e+08,8.15,20143,1.048576e+06,4.67615744e+08,60031,0,1205669888,3738760846
1786844792,gateway-df649b778-5k9kg,20000,8.70776832e+08,8.17,20143,1.048576e+06,4.6727168e+08,60031,0,1462161408,3739324843
1786844792,gateway-df649b778-vbxgh,20000,8.7586816e+08,8.07,20143,1.048576e+06,4.74497024e+08,60031,0,1462161408,3739324843
1786844792,gateway-df649b778-z6lkg,20000,8.6945792e+08,8.18,20143,1.048576e+06,4.6804992e+08,60031,0,1462161408,3739324843
1786844794,gateway-df649b778-5k9kg,20000,8.73136128e+08,8.32,20143,1.048576e+06,4.69721088e+08,60031,0,1495031808,3739986060
1786844794,gateway-df649b778-vbxgh,20000,8.78227456e+08,8.21,20143,1.048576e+06,4.76913664e+08,60031,0,1495031808,3739986060
1786844795,gateway-df649b778-z6lkg,20000,8.71555072e+08,8.34,20143,1.048576e+06,4.7046656e+08,60031,0,1495031808,3739986060
1786844797,gateway-df649b778-5k9kg,20000,8.76806144e+08,8.48,20143,1.048576e+06,4.73350144e+08,60031,0,1525141504,3740555324
1786844797,gateway-df649b778-vbxgh,20000,8.81635328e+08,8.37,20143,1.048576e+06,4.79281152e+08,60031,0,1525141504,3740555324
1786844797,gateway-df649b778-z6lkg,20000,8.75487232e+08,8.49,20143,1.048576e+06,4.74013696e+08,60031,0,1525141504,3740555324
1786844799,gateway-df649b778-5k9kg,20000,8.78903296e+08,8.63,20143,1.048576e+06,4.757504e+08,60031,0,1554374656,3741114420
1786844799,gateway-df649b778-vbxgh,20000,8.84518912e+08,8.52,20143,1.048576e+06,4.82066432e+08,60031,0,1554374656,3741114420
1786844799,gateway-df649b778-z6lkg,20000,8.77846528e+08,8.64,20143,1.048576e+06,4.76381184e+08,60031,0,1554374656,3741114420
1786844801,gateway-df649b778-5k9kg,20000,8.81262592e+08,8.78,20143,1.048576e+06,4.7816704e+08,60032,0,1584164864,3741626006
1786844801,gateway-df649b778-vbxgh,20000,8.86616064e+08,8.67,20143,1.048576e+06,4.84401152e+08,60031,0,1584164864,3741626006
1786844801,gateway-df649b778-z6lkg,20000,8.7994368e+08,8.79,20143,1.048576e+06,4.78814208e+08,60031,0,1584164864,3741626006
1786844803,gateway-df649b778-5k9kg,20000,8.83621888e+08,8.96,20143,1.048576e+06,4.8058368e+08,60031,0,1615355904,3742142327
1786844803,gateway-df649b778-vbxgh,20000,8.89499648e+08,8.84,20143,1.048576e+06,4.86907904e+08,60031,0,1615355904,3742142327
1786844803,gateway-df649b778-z6lkg,20000,8.8256512e+08,8.96,20143,1.048576e+06,4.81296384e+08,60031,0,1615355904,3742142327
1786844805,gateway-df649b778-5k9kg,20000,8.8702976e+08,9.23,20143,1.048576e+06,4.83991552e+08,60031,0,1677664256,3742687481
1786844805,gateway-df649b778-vbxgh,20000,8.9683968e+08,9.47,20143,1.048576e+06,4.6198784e+08,60032,0,1677664256,3742687481
1786844805,gateway-df649b778-z6lkg,20000,8.86759424e+08,9.23,20143,1.048576e+06,4.84868096e+08,60031,0,1677664256,3742687481
1786844807,gateway-df649b778-5k9kg,20000,8.94107648e+08,9.6,20143,1.048576e+06,4.9000448e+08,60031,0,1816072192,3743276608
1786844807,gateway-df649b778-vbxgh,20000,8.9683968e+08,9.83,20143,1.048576e+06,4.64470016e+08,60031,0,1816072192,3743276608
1786844807,gateway-df649b778-z6lkg,20000,8.9305088e+08,9.6,20143,1.048576e+06,4.9082368e+08,60031,0,1816072192,3743276608
1786844809,gateway-df649b778-5k9kg,20000,8.99612672e+08,9.94,20143,1.048576e+06,4.94206976e+08,60032,0,1884565504,3743889754
1786844809,gateway-df649b778-vbxgh,20000,8.9683968e+08,10.16,20143,1.048576e+06,4.66296832e+08,60031,0,1884565504,3743889754
1786844809,gateway-df649b778-z6lkg,20000,8.97507328e+08,9.94,20143,1.048576e+06,4.94993408e+08,60031,0,1884565504,3743889754
1786844811,gateway-df649b778-5k9kg,20000,9.03020544e+08,10.24,20143,1.048576e+06,4.98171904e+08,60031,0,1933864960,3744490595
1786844811,gateway-df649b778-vbxgh,20000,8.9683968e+08,10.46,20143,1.048576e+06,4.68025344e+08,60031,0,1933864960,3744490595
1786844811,gateway-df649b778-z6lkg,20000,9.01963776e+08,10.24,20143,1.048576e+06,4.98597888e+08,60031,0,1933864960,3744490595
1786844813,gateway-df649b778-5k9kg,20000,9.06952704e+08,10.51,20143,1.048576e+06,5.013504e+08,60031,0,1963601920,3745142789
1786844813,gateway-df649b778-vbxgh,20000,8.9683968e+08,10.73,20143,1.048576e+06,4.7067136e+08,60031,0,1963601920,3745142789
1786844813,gateway-df649b778-z6lkg,20000,9.05633792e+08,10.51,20143,1.048576e+06,5.02341632e+08,60032,0,1963601920,3745142789
